t,44,45,46,47
0,340.0,390.0,390.0,390.0
1,180.0,390.0,390.0,280.0
2,20.0,390.0,280.0,170.0
3,10.0,390.0,170.0,60.0
4,25.0,390.0,200.0,75.0
5,15.0,295.0,215.0,65.0
6,15.0,295.0,150.0,55.0
7,40.0,295.0,70.0,65.0
8,40.0,340.0,175.0,80.0
9,40.0,355.0,155.0,10.0
10,30.0,415.0,135.0,35.0
11,70.0,460.0,270.0,130.0
12,60.0,520.0,190.0,95.0
13,75.0,550.0,370.0,155.0
14,125.0,455.0,260.0,275.0
15,40.0,545.0,530.0,395.0
16,90.0,605.0,755.0,440.0
17,105.0,495.0,755.0,800.0
18,70.0,510.0,920.0,1100.0
19,95.0,520.0,1280.0,1115.0
20,20.0,655.0,1310.0,1280.0
21,70.0,715.0,1535.0,1610.0
22,70.0,790.0,1790.0,1820.0
23,45.0,850.0,1820.0,1970.0
24,120.0,865.0,2135.0,2315.0
25,145.0,1090.0,2375.0,2330.0
26,95.0,1240.0,2465.0,2495.0
27,70.0,1240.0,2600.0,2855.0
28,95.0,1255.0,2690.0,3155.0
29,295.0,1375.0,2795.0,3650.0
30,645.0,1630.0,3170.0,4085.0
31,770.0,1810.0,3560.0,4385.0
32,770.0,1840.0,3665.0,4445.0
33,1195.0,1915.0,3950.0,4445.0
34,1445.0,2140.0,4205.0,4490.0
35,1495.0,2365.0,4715.0,4940.0
36,1570.0,2365.0,4760.0,5360.0
37,1720.0,2395.0,4775.0,5780.0
38,2220.0,2575.0,5270.0,5960.0
39,2720.0,2860.0,5285.0,6290.0
40,3145.0,2950.0,5495.0,6635.0
41,3270.0,3235.0,6095.0,6815.0
42,3470.0,3385.0,6290.0,7280.0
43,3945.0,3505.0,6365.0,7280.0
44,4395.0,3505.0,6635.0,7595.0
45,4870.0,3505.0,7160.0,8015.0
46,4970.0,3580.0,7325.0,8075.0
47,5420.0,3820.0,7400.0,8465.0
48,5820.0,3970.0,7490.0,8465.0
49,6220.0,4030.0,7880.0,8615.0
50,6495.0,4180.0,7880.0,8855.0
51,6595.0,4510.0,8435.0,9095.0
